Player,Season,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
Patrick Laird,2021,MIA,RB,26,6,0,3,3,0,0,0,4,0,1,17,0,2,0,0,0
Raheem Mostert,2021,SFO,RB,29,1,1,0,0,0,0,0,20,0,2,0,0,2,0,0,0
Dazz Newsome,2021,CHI,WR,22,3,1,5,2,0,0,0,0,0,0,23,0,2,0,0,0
Scottie Phillips,2021,HOU,RB,24,3,0,3,2,0,0,0,13,0,6,9,0,2,0,0,0
Adam Prentice,2021,NOR,RB,24,7,3,3,3,0,0,0,5,0,3,16,0,2,0,0,0
Trey Ragas,2021,LVR,RB,25,1,0,2,2,0,0,0,9,0,1,6,0,2,0,0,0
Jaylen Samuels,2021,HOU,RB,25,3,0,4,3,0,0,0,9,0,5,14,0,2,0,0,0
David Sills,2021,NYG,WR,25,4,1,6,2,0,0,0,0,0,0,17,0,2,0,0,0
Jack Stoll,2021,PHI,TE,23,16,5,5,4,0,0,0,0,0,0,22,0,2,0,0,0
Chris Streveler,2021,ARI,QB,26,2,0,0,0,36,0,9,6,0,3,0,0,2,0,1,0
Tylan Wallace,2021,BAL,WR,22,17,1,6,2,0,0,0,0,0,0,23,0,2,0,0,0
Derek Watt,2021,PIT,RB,29,17,4,3,3,0,0,0,1,0,1,15,0,2,0,0,0
Mitchell Wilcox,2021,CIN,TE,25,15,1,5,3,0,0,0,0,0,0,16,0,2,0,0,0
Cam Akers,2021,LAR,RB,22,1,0,3,3,0,0,0,3,0,5,10,0,1,0,0,0
Tarik Black,2021,NYJ,WR,23,1,0,2,1,0,0,0,0,0,0,10,0,1,0,0,0
David Blough,2021,DET,QB,26,1,0,0,0,0,0,0,6,0,1,0,0,1,0,1,0
Miles Boykin,2021,BAL,WR,25,8,0,1,1,0,0,0,0,0,0,6,0,1,0,0,0
Gary Brightwell,2021,NYG,RB,22,13,0,1,1,0,0,0,4,0,1,6,0,1,0,0,0
Derek Carrier,2021,LVR,TE,31,5,1,2,2,0,0,0,0,0,0,13,0,1,0,0,0
Keke Coutee,2021,IND,WR,24,2,0,1,1,0,0,0,0,0,0,5,0,1,0,0,0
Damarea Crockett,2021,DEN,RB,24,12,0,0,0,0,0,0,7,0,3,0,0,1,0,0,0
Frank Darby,2021,ATL,WR,24,10,0,4,1,0,0,0,0,0,0,14,0,1,0,0,0
Sam Ehlinger,2021,IND,QB,23,3,0,0,0,0,0,0,9,0,3,0,0,1,0,0,0
Ryan Fitzpatrick,2021,WAS,QB,39,1,1,0,0,13,0,6,2,0,1,0,0,1,0,1,0
Jake Funk,2021,LAR,RB,23,10,0,0,0,0,0,0,5,0,2,0,0,1,0,0,0
Marvin Hall,2021,ATL,WR,28,2,0,1,1,0,0,0,0,0,0,10,0,1,0,0,0
Demetrius Harris,2021,ARI,TE,30,14,4,6,3,0,0,0,0,0,0,10,0,1,0,0,0
Brycen Hopkins,2021,LAR,TE,24,5,0,1,1,0,0,0,0,0,0,9,0,1,0,0,0
Buddy Howell,2021,LAR,RB,25,10,0,0,0,0,0,0,11,0,5,0,0,1,0,0,0
Andy Isabella,2021,ARI,WR,25,8,0,1,1,0,0,0,0,0,0,13,0,1,0,0,0
John Kelly,2021,CLE,RB,25,4,0,0,0,0,0,0,13,0,2,0,0,1,0,0,0
Tommylee Lewis,2021,MIA,WR,29,2,0,2,1,0,0,0,0,0,0,7,0,1,0,0,0
Hunter Long,2021,MIA,TE,23,7,2,3,1,0,0,0,0,0,0,8,0,1,0,0,0
Anthony McFarland Jr.,2021,PIT,RB,22,2,0,1,1,0,0,0,3,0,3,11,0,1,0,0,0
Kirk Merritt,2021,MIA,WR,24,2,0,3,1,0,0,0,0,0,0,13,0,1,0,0,0
Jaydon Mickens,2021,2TM,WR,27,11,0,3,2,0,0,0,0,0,0,10,0,1,0,1,0
Stanley Morgan Jr.,2021,CIN,WR,25,17,1,4,2,0,0,0,3,0,1,11,0,1,0,0,0
Johnny Mundt,2021,LAR,TE,27,6,0,1,1,0,0,0,0,0,0,9,0,1,0,0,0
Ryan Nall,2021,CHI,RB,26,9,0,1,1,0,0,0,4,0,1,4,0,1,0,0,0
Jacques Patrick,2021,SFO,RB,24,2,0,0,0,0,0,0,12,0,2,0,0,1,0,0,0
Kevin Rader,2021,PIT,TE,26,6,1,3,2,0,0,0,0,0,0,8,0,1,0,0,0
Richard Rodgers,2021,PHI,TE,29,3,0,2,2,0,0,0,0,0,0,11,0,1,0,0,0
Mekhi Sargent,2021,3TM,RB,24,7,0,1,0,0,0,0,11,0,5,0,0,1,0,0,0
C.J. Saunders,2021,CAR,WR,25,2,0,2,2,0,0,0,0,0,0,11,0,1,0,0,0
Luke Stocker,2021,MIN,TE,33,12,0,2,2,0,0,0,0,0,0,12,0,1,0,0,0
Eric Tomlinson,2021,BAL,TE,29,17,7,1,1,0,0,0,0,0,0,7,0,1,0,0,0
Tyrell Williams,2021,DET,WR,29,1,1,3,2,0,0,0,0,0,0,14,0,1,0,0,0
Easop Winston,2021,NOR,WR,25,3,1,1,1,0,0,0,0,0,0,5,0,1,0,0,0
Ethan Wolf,2021,NOR,TE,26,2,1,2,2,0,0,0,0,0,0,8,0,1,0,0,0
Josh Adams,2021,NYJ,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Rodney Adams,2021,CHI,,27,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Geronimo Allison,2021,DET,,27,3,1,2,0,0,0,0,0,0,0,0,0,,0,0,0
Devin Asiasi,2021,NWE,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Marcell Ateman,2021,LVR,,27,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Tutu Atwell,2021,LAR,,22,8,0,0,0,0,0,0,0,0,0,0,0,,0,1,0
Alex Bachman,2021,NYG,WR,25,3,0,0,0,0,0,0,-3,0,1,0,0,,0,0,0
Jake Bargas,2021,MIN,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Kenjon Barner,2021,TAM,RB,32,3,0,0,0,0,0,0,0,0,4,0,0,,0,0,0
Andrew Beck,2021,DEN,,25,12,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Nick Bellore,2021,SEA,RB,32,17,0,1,1,0,0,0,0,0,0,4,0,,0,0,0
Kurt Benkert,2021,GNB,QB,26,1,0,0,0,0,0,0,-1,0,2,0,0,,0,0,0
Rashod Berry,2021,DET,,25,5,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Nick Boyle,2021,BAL,TE,28,5,3,2,1,0,0,0,0,0,0,2,0,,0,0,0
Darius Bradwell,2021,LAC,,24,2,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
John Brown,2021,3TM,,31,4,0,3,0,0,0,0,0,0,0,0,0,,0,0,0
Deante Burton,2021,DAL,,27,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Lawrence Cager,2021,CLE,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Dan Chisena,2021,MIN,,24,11,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Tyrie Cleveland,2021,DEN,,24,7,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Matt Cole,2021,CAR,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Nathan Cottrell,2021,JAX,RB,25,4,0,0,0,0,0,0,3,0,1,0,0,,0,0,0
Isaiah Coulter,2021,CHI,,23,3,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
River Cracraft,2021,SFO,,27,6,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Chase Daniel,2021,LAC,QB,35,1,0,0,0,0,0,0,-2,0,2,0,0,,0,0,0
Darrell Daniels,2021,ARI,TE,27,15,4,4,1,0,0,0,0,0,0,0,0,,0,0,0
Connor Davis,2021,CLE,,27,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Brandon Dillon,2021,MIN,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Jeff Driskel,2021,HOU,,28,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Trey Edmunds,2021,PIT,,27,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Ben Ellefson,2021,MIN,,25,5,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Simi Fehoko,2021,DAL,,24,5,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Maurice Ffrench,2021,LAC,WR,23,3,0,0,0,0,0,0,3,0,1,0,0,,0,0,0
Daurice Fountain,2021,KAN,,26,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Travis Fulgham,2021,DEN,,26,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Antonio Gandy-Golden,2021,WAS,,23,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Cullen Gillaspia,2021,NYG,,26,15,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Justin Hardee,2021,NYJ,,27,16,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Clark Harris,2021,CIN,,37,17,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
DeMichael Harris,2021,IND,,23,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Jacob Harris,2021,LAR,,24,9,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Daniel Helm,2021,LVR,TE,26,9,1,2,1,0,0,0,0,0,0,-1,0,,0,0,0
Temarrick Hemingway,2021,WAS,,28,2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0
John Hightower,2021,PHI,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0
Brian Hill,2021,SFO,,26,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Kevin Hogan,2021,TEN,,29,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
J.P. Holtz,2021,CHI,,28,13,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Tanner Hudson,2021,SFO,,27,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Ryan Izzo,2021,TEN,,26,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Kerryon Johnson,2021,SFO,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
KeeSean Johnson,2021,PHI,,25,0,0,,,,,,,,,,,,,,
Taiwan Jones,2021,BUF,,33,17,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Matt LaCosse,2021,NWE,,29,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Tyler Mabry,2021,SEA,,25,6,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Jordan Matthews,2021,SFO,,29,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Nate McCrary,2021,BAL,RB,22,1,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0
Codey McElroy,2021,TAM,,29,2,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Kellen Mond,2021,MIN,QB,22,1,0,0,0,5,0,3,0,0,0,0,0,,0,0,0
David Moore,2021,2TM,,26,3,0,2,0,0,0,0,0,0,0,0,0,,0,0,0
Jojo Natson,2021,CLE,,27,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Matthew Orzech,2021,LAR,,26,17,0,0,0,0,0,0,0,0,0,0,0,,0,1,0
Devine Ozigbo,2021,2TM,RB,25,3,0,1,1,0,0,0,-3,0,1,7,0,,0,0,0
Nathan Peterman,2021,LVR,QB,27,1,0,0,0,0,0,0,2,0,2,0,0,,0,0,0
Artavis Pierce,2021,CHI,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Giovanni Ricci,2021,CAR,,25,16,1,2,0,0,0,0,0,0,0,0,0,,0,0,0
Brett Rypien,2021,DEN,QB,25,1,0,0,0,0,0,2,0,0,0,0,0,,0,0,0
Jordan Scarlett,2021,MIA,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Mason Schreck,2021,CIN,,28,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Steven Sims,2021,PIT,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Matthew Slater,2021,NWE,,36,17,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Devin Smith,2021,JAX,,29,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Vyncint Smith,2021,NYJ,,25,2,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Nate Solder,2021,NYG,,33,16,16,0,0,0,0,0,0,0,0,0,0,,0,0,0
Stephen Sullivan,2021,CAR,,25,3,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Colin Thompson,2021,CAR,,28,11,2,1,0,0,0,0,0,0,0,0,0,,0,0,0
Cody Thompson,2021,SEA,,25,5,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Noah Togiai,2021,PHI,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Ross Travis,2021,2TM,,28,4,1,0,0,0,0,0,0,0,0,0,0,,0,0,0
Jordan Veasy,2021,HOU,,26,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Kahale Warring,2021,2TM,,24,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Justin Watson,2021,TAM,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Davis Webb,2021,BUF,QB,26,1,0,0,0,0,0,0,-3,0,2,0,0,,0,0,0
Nsimba Webster,2021,CHI,,25,6,0,0,0,0,0,0,0,0,0,0,0,,0,1,0
David Wells,2021,ARI,,26,3,1,0,0,0,0,0,0,0,0,0,0,,0,0,0
Jordan Wilkins,2021,2TM,,27,5,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Deon Yelder,2021,TAM,TE,26,5,0,1,1,0,0,0,0,0,0,0,0,,0,0,0
Khari Blasingame,2021,TEN,RB,25,11,3,2,2,0,0,0,6,0,3,4,0,-1,0,1,1
Jacob Eason,2021,IND,QB,24,1,0,0,0,25,0,5,0,0,0,0,0,-1,1,0,0
Feleipe Franks,2021,ATL,QB,24,9,0,0,0,0,0,1,6,0,3,0,0,-1,1,0,0
Racey McMath,2021,TEN,WR,22,9,0,6,2,0,0,0,0,0,0,8,0,-1,0,1,1
Malik Taylor,2021,GNB,WR,26,10,0,3,2,0,0,0,0,0,0,14,0,-1,0,1,1
Logan Woodside,2021,TEN,QB,26,5,0,0,0,0,0,0,-6,0,6,0,0,-1,0,0,0
Travis Benjamin,2021,SFO,,32,10,0,5,0,0,0,0,0,0,0,0,0,-2,0,1,1
Trenton Cannon,2021,2TM,RB,27,12,0,0,0,0,0,0,4,0,3,0,0,-2,0,1,1
John Wolford,2021,LAR,QB,26,3,0,0,0,5,0,4,-1,0,2,0,0,-2,1,0,0
Josh Rosen,2021,ATL,QB,24,4,0,0,0,19,0,11,0,0,0,0,0,-3,2,0,0
Diontae Spencer,2021,DEN,WR,29,15,0,4,1,0,0,0,0,0,0,-3,0,-4,0,2,2
