Player,Season,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
Jordan Scarlett,2019,CAR,RB,23,9,0,0,0,0,0,0,9,0,4,0,0,1,0,0,0
Dalton Schultz,2019,DAL,TE,23,16,0,2,1,0,0,0,0,0,0,6,0,1,0,0,0
Jaleel Scott,2019,BAL,WR,24,3,0,3,1,0,0,0,0,0,0,6,0,1,0,0,0
Scott Simonson,2019,NYG,TE,27,5,1,2,2,0,0,0,0,0,0,11,0,1,0,0,0
Jeff Smith,2019,NYJ,WR,22,1,0,2,1,0,0,0,0,0,0,12,0,1,0,0,0
Tyrone Swoopes,2019,SEA,TE,25,5,2,1,1,0,0,0,0,0,0,5,0,1,0,0,0
De'Anthony Thomas,2019,2TM,WR,26,14,0,2,1,0,0,0,5,0,2,6,0,1,0,3,0
Jordan Thomas,2019,HOU,TE,23,5,2,3,1,0,0,0,0,0,0,8,0,1,0,0,0
Mike Thomas,2019,LAR,WR,25,16,0,5,2,0,0,0,0,0,0,14,0,1,0,0,0
Levine Toilolo,2019,SFO,TE,28,13,0,2,2,0,0,0,0,0,0,10,0,1,0,0,0
De'Lance Turner,2019,MIA,RB,24,8,0,0,0,0,0,0,6,0,4,0,0,1,0,0,0
John Ursua,2019,SEA,WR,25,3,0,1,1,0,0,0,0,0,0,11,0,1,0,0,0
Dexter Williams,2019,GNB,RB,22,4,0,0,0,0,0,0,11,0,5,0,0,1,0,0,0
Jerell Adams,2019,HOU,,27,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Stephen Anderson,2019,LAC,,26,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Evan Baylis,2019,GNB,,26,5,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Kendall Blanton,2019,LAR,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Tim Boyle,2019,GNB,QB,25,3,0,0,0,15,0,4,-7,0,5,0,0,,0,0,0
Deante Burton,2019,DAL,,25,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Trenton Cannon,2019,NYJ,,25,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Garrett Celek,2019,SFO,,31,5,1,0,0,0,0,0,0,0,0,0,0,,0,,0
Jordan Chunn,2019,DAL,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Chandler Cox,2019,MIA,,23,13,3,0,0,0,0,0,0,0,0,0,0,,0,,0
River Cracraft,2019,DEN,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Jerome Cunningham,2019,WAS,,28,2,1,0,0,0,0,0,0,0,0,0,0,,0,,0
Darrell Daniels,2019,ARI,TE,25,11,0,3,1,0,0,0,0,0,0,4,0,,0,0,0
Davion Davis,2019,MIN,,23,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
James Develin,2019,NWE,TE,31,2,2,0,0,0,0,0,3,0,2,0,0,,0,0,0
Garrett Dickerson,2019,NYG,,24,4,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Gehrig Dieter,2019,KAN,,26,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Brandon Dillon,2019,MIN,,22,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Josh Doctson,2019,MIN,,27,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Alex Ellis,2019,PHI,,26,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0
David Fales,2019,NYJ,,29,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
David Fluellen,2019,TEN,,27,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
D.J. Foster,2019,ARI,,26,6,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Travis Fulgham,2019,DET,,24,3,0,3,0,0,0,0,0,0,0,0,0,,0,,0
Zach Gentry,2019,PIT,TE,23,4,0,1,1,0,0,0,0,0,0,4,0,,0,0,0
Garrett Gilbert,2019,CLE,QB,28,5,0,0,0,0,0,3,-3,0,3,0,0,,0,0,0
Cullen Gillaspia,2019,HOU,,24,16,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Cyril Grayson,2019,TAM,WR,26,2,0,1,1,0,0,0,0,0,0,3,0,,0,0,0
Xavier Grimble,2019,PIT,TE,27,3,1,3,1,0,0,0,0,0,0,3,0,,0,0,0
Jalen Guyton,2019,LAC,,22,3,0,2,0,0,0,0,0,0,0,0,0,,0,,0
Justin Hardee,2019,NOR,,25,16,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Clark Harris,2019,CIN,,35,16,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Krishawn Hogan,2019,NOR,WR,24,8,0,1,1,0,0,0,0,0,0,4,0,,0,0,0
Lil'Jordan Humphrey,2019,NOR,,21,5,1,1,0,0,0,0,0,0,0,0,0,,0,,0
Trenton Irwin,2019,CIN,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Gary Jennings Jr,2019,MIA,,22,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Tom Kennedy,2019,DET,,23,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Darvin Kidsy,2019,WAS,,24,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Keith Kirkwood,2019,NOR,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Matt Lengel,2019,IND,,29,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0
Josh Malone,2019,NYJ,,23,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Jeremy McNichols,2019,JAX,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Trace McSorley,2019,BAL,QB,24,1,0,0,0,0,0,0,1,0,1,0,0,,0,0,0
Carson Meier,2019,ATL,,24,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0
Jaydon Mickens,2019,TAM,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Alfred Morris,2019,ARI,RB,31,1,0,0,0,0,0,0,4,0,1,0,0,,0,0,0
Nick Mullens,2019,SFO,QB,24,1,0,0,0,0,0,0,-3,0,3,0,0,,0,0,0
Jojo Natson,2019,LAR,,25,12,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Roosevelt Nix,2019,PIT,RB,27,3,0,3,2,0,0,0,0,0,0,4,0,,0,0,0
Matthew Orzech,2019,JAX,,24,16,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Senorise Perry,2019,BUF,RB,28,11,0,1,1,0,0,0,3,0,3,1,0,,0,0,0
Craig Reynolds,2019,WAS,,23,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Richard Rodgers,2019,PHI,,27,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Cooper Rush,2019,DAL,,26,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Spencer Schnell,2019,TAM,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Mason Schreck,2019,CIN,,26,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Trevor Siemian,2019,NYJ,QB,28,1,1,0,0,3,0,6,0,0,0,0,0,,0,0,0
Matthew Slater,2019,NWE,,34,16,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Rod Smith,2019,2TM,,27,6,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Nate Solder,2019,NYG,,31,16,16,0,0,0,0,0,0,0,0,0,0,,0,0,0
Jace Sternberger,2019,GNB,,23,6,1,1,0,0,0,0,0,0,0,0,0,,0,,0
Alex Tanney,2019,NYG,QB,32,1,0,0,0,1,0,1,0,0,0,0,0,,0,0,0
Taywan Taylor,2019,CLE,,24,3,1,1,0,0,0,0,0,0,0,0,0,,0,0,0
Eric Tomlinson,2019,3TM,TE,27,8,3,1,1,0,0,0,0,0,0,1,0,,0,0,0
Robert Turbin,2019,SEA,,30,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Jason Vander Laan,2019,NOR,,27,2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0
Austin Walter,2019,NYG,,23,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Jester Weah,2019,WAS,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Nsimba Webster,2019,LAR,,23,5,0,0,0,0,0,0,0,0,0,0,0,,0,1,0
Chad Williams,2019,IND,,25,1,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Trayveon Williams,2019,CIN,,22,11,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Juwann Winfree,2019,DEN,,23,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Blake Bortles,2019,LAR,QB,27,3,0,0,0,3,0,2,-9,0,2,0,0,-1,0,0,0
Sean Mannion,2019,MIN,QB,27,3,1,0,0,126,0,21,-5,0,6,0,0,-1,2,1,1
Greg Dortch,2019,CAR,,21,2,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,1
Quincy Enunwa,2019,NYJ,WR,27,1,1,3,1,0,0,0,0,0,0,-4,0,-2,0,1,1
Ray-Ray McCloud,2019,CAR,,23,6,0,0,0,0,0,0,0,0,0,0,0,-2,0,3,1
Darrius Shepherd,2019,GNB,WR,24,6,0,2,1,0,0,0,0,0,0,1,0,-2,0,1,1
Jarrett Stidham,2019,NWE,QB,23,3,0,0,0,14,0,4,-2,0,2,0,0,-2,1,0,0
Michael Walker,2019,JAX,WR,23,7,0,3,2,0,0,0,0,0,0,15,0,-3,0,2,2
Corey Clement,2019,PHI,,25,4,0,0,0,0,0,0,0,0,0,0,0,-4,0,2,2
